Step,Node,Series,ElapsedTime,EpochTime,CPUFrequency,CPUTime,CPUUtilization,RSS,VMSize,Pages,ReadMB,WriteMB
-1,r4858666-n911952,0,2490,1611620669,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2500,1611620679,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2510,1611620689,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2520,1611620699,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2530,1611620709,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2540,1611620719,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2550,1611620729,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2560,1611620739,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2570,1611620749,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2580,1611620759,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2590,1611620769,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2600,1611620779,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2610,1611620789,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2620,1611620799,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2630,1611620809,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2640,1611620819,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2650,1611620829,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2660,1611620839,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2670,1611620849,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2680,1611620859,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2690,1611620869,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2700,1611620879,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2710,1611620889,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2720,1611620899,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2730,1611620909,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2740,1611620919,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2750,1611620929,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2760,1611620939,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2770,1611620949,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2780,1611620959,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2790,1611620969,3403,0.0,0.0,832,7776,0,0.0,0.0
-1,r4858666-n911952,0,2800,1611620979,3403,0.0,0.0,832,7776,0,0.0,0.0
